token,label
mahraj,human
sabi,human
parmodh,human
tanuja,human
abdul kadir jilani khan,human
oxistat,medicine
harish sharma,human
narender saini,human
pramod tyagi,human
chandan kumar,human
sitaram,human
rocky mehto,human
harnam singh,human
dhan bahadur,human
sanjit kumar,human
larissia,medicine
xalatan,medicine
vikash atwal,human
aanand,human
baleshwer,human
buspar,medicine
"deep vein thrombosis, recurrent event",diagnosis
gurvinder singh,human
altaf ahmed,human
himmat ram,human
cuvitru,medicine
shivbhagvan,human
kamal kishor,human
biram lal chamar,human
leo paul,human
oxycontin,medicine
children's claritin allergy,medicine
amar thuruwasn ganeshwaran,human
santosh s/o pradeep mandal,human
benzoyl peroxide / salicylic acid,medicine
manish rana,human
tanveer,human
ibuprofen / pseudoephedrine,medicine
sanjay kewat,human
modh danish,human
tarina fe 1 / 20,medicine
asthmanefrin,medicine
kausal kumar,human
cyclobenzaprine,medicine
gaurav malik,human
clozaril,medicine
birbal ram,human
sri-dwrikaprasad,human
santosh mahto,human
allergic urticaria,diagnosis
mahesh kumar,human
kalu ram,human
jublia,medicine
prem nath,human
glucose,medicine
rehan,human
rakkibhul,human
vinod dass,human
vijendra singh rajawat,human
sanju tamang,human
oseltamivir,medicine
rajesh sharma,human
dr. hema hari pago,human
amoxapine,medicine
govind,human
uttam,human
raman singh,human
mata parsad,human
nirmal adhikari,human
halcion,medicine
chetanya swaroop,human
F /48yrs,human
handu,human
Mangalchand Khandelwal,human
sachin kumar garg,human
flecainide,medicine
gajendra singh sekhawat,human
erosive esophagitis,diagnosis
lal metho,human
rakesh gupta,human
"skin disinfection, preoperative",diagnosis
nasal carriage of staphylococcus aureus,diagnosis
cholecalciferol,medicine
birpal,human
divy,human
arjun kumar jaiswal,human
rame singh,human
clotrimazole,medicine
carbidopa / levodopa,medicine
sanjay chauhan,human
acetohydroxamic acid,medicine
fexmid,medicine
zenpep,medicine
blepharitis,diagnosis
hazari,human
Knee+ Shoulder pain,complaints
Ankle sprain,complaints
Cervicodorsal sprain,complaints
(R) ankle strain,complaints
No back pain only ant. thigh pain,complaints
hand sprain  ,complaints
Pain starts again after stopping medicines,complaints
wrist + hand pain,complaints
sprain,complaints
L Shoulder + arm pain ,complaints
Neck pain,complaints
(L) knee OA pain,complaints
difficulty in squatting  MRI - WNL,complaints
(L) knee + leg pain,complaints
1ST oct 2019,complaints
Backpain ,complaints
calf pain,complaints
Neck Pain,complaints
Leg cramps ,complaints
Can't kap awake,complaints
Backache,complaints
acutely painful,complaints
(R) u Radicular Pain,complaints
Diag . Fever,complaints
Neck pain ,complaints
L5 pain,complaints
cervical + LS pain,complaints
Lat,complaints
LS Bit L Radicular Pain,complaints
L Tennis Elbow - acutely painful,complaints
so sleepy,complaints
Tennis Elbow ,complaints
Knee+ Shoulder pain,complaints
Ankle sprain,complaints
Cervicodorsal sprain,complaints
(R) ankle strain,complaints
No back pain only ant. thigh pain,complaints
hand sprain  ,complaints
Pain starts again after stopping medicines,complaints
wrist + hand pain,complaints
sprain,complaints
L Shoulder + arm pain ,complaints
Neck pain,complaints
(L) knee OA pain,complaints
difficulty in squatting  MRI - WNL,complaints
(L) knee + leg pain,complaints
1ST oct 2019,complaints
Backpain ,complaints
calf pain,complaints
Neck Pain,complaints
Leg cramps ,complaints
Can't kap awake,complaints
Backache,complaints
acutely painful,complaints
(R) u Radicular Pain,complaints
Diag . Fever,complaints
Neck pain ,complaints
L5 pain,complaints
cervical + LS pain,complaints
Lat,complaints
LS Bit L Radicular Pain,complaints
L Tennis Elbow - acutely painful,complaints
so sleepy,complaints
Tennis Elbow ,complaints
Knee+ Shoulder pain,complaints
Ankle sprain,complaints
Cervicodorsal sprain,complaints
(R) ankle strain,complaints
No back pain only ant. thigh pain,complaints
hand sprain  ,complaints
Pain starts again after stopping medicines,complaints
wrist + hand pain,complaints
sprain,complaints
L Shoulder + arm pain ,complaints
Neck pain,complaints
(L) knee OA pain,complaints
difficulty in squatting  MRI - WNL,complaints
(L) knee + leg pain,complaints
1ST oct 2019,complaints
Backpain ,complaints
calf pain,complaints
Neck Pain,complaints
Leg cramps ,complaints
Can't kap awake,complaints
Backache,complaints
acutely painful,complaints
(R) u Radicular Pain,complaints
Diag . Fever,complaints
Neck pain ,complaints
L5 pain,complaints
cervical + LS pain,complaints
Lat,complaints
LS Bit L Radicular Pain,complaints
L Tennis Elbow - acutely painful,complaints
so sleepy,complaints
Tennis Elbow ,complaints
periodontitis,diagnosis
ovarian cysts,diagnosis
dietary supplementation,diagnosis
t pac with cyclobenzaprine (cyclobenzaprine),diagnosis
chronic myelogenous leukemia,diagnosis
urinary tract infection,diagnosis
meningitis,diagnosis
diverticulitis,diagnosis
actor ix deficiency,diagnosis
sinus symptoms,diagnosis
duodenal ulce,diagnosis
hypoglycemia,diagnosis
extrapyramidal reaction,diagnosis
dandruff,diagnosis
51</span> users found this comment helpful.,diagnosis
chronic fatigue syndrome,diagnosis
146</span> users found this comment helpful.,diagnosis
small bowel bacterial overgrowth,diagnosis
seborrheic dermatitis,diagnosis
perioral dermatitis,diagnosis
binge eating disorde,diagnosis
lactation augmentation,diagnosis
"diarrhea, acute",diagnosis
body imaging,diagnosis
"gonococcal infection, uncomplicated",diagnosis
"breast cancer, prevention",diagnosis
28</span> users found this comment helpful.,diagnosis
ge hct (amlodipine / hydrochlorothiazide / valsartan),diagnosis
chronic spasticity,diagnosis
Cervical Spondylosis,diagnosis
immunosuppression,diagnosis
wilson's disease,diagnosis
leukemia,diagnosis
osteoporosis,diagnosis
dermatitis herpeti,diagnosis
nasal polyps,diagnosis
24</span> users found this comment helpful.,diagnosis
40</span> users found this comment helpful.,diagnosis
high blood pressure,diagnosis
addison's disease,diagnosis
obesity,diagnosis
strongyloidiasis,diagnosis
progesterone insufficiency,diagnosis
esophageal spasm,diagnosis
headache,diagnosis
malaria prevention,diagnosis
reversal of nondepolarizing muscle relaxants,diagnosis
toothache,diagnosis
gingivitis,diagnosis
cance,diagnosis
obstructive sleep apnea/hypopnea syndrome,diagnosis
HTW + hypothy,diagnosis
eve,diagnosis
mononucleosis,diagnosis
neck pain,diagnosis
pancreatic cance,diagnosis
sarcoidosis,diagnosis
spondyloarthritis,diagnosis
urinary incontinence,diagnosis
glioblastoma multiforme,diagnosis
wolff-parkinson-white syndrome,diagnosis
hyperhidrosis,diagnosis
"ulcerative colitis, maintenance",diagnosis
left ventricular dysfunction,diagnosis
"diabetes, type 1",diagnosis
tinea corporis,diagnosis
keratitis,diagnosis
myelodysplastic syndrome,diagnosis
mild cognitive impairment,diagnosis
menstrual disorders,diagnosis
motion sickness,diagnosis
Postural LBP ,diagnosis
gastrointestinal decontamination,diagnosis
psychosis,diagnosis
patent ductus arteriosus,diagnosis
social anxiety disorde,diagnosis
"herpes zoster, prophylaxis",diagnosis
142</span> users found this comment helpful.,diagnosis
diabetic peripheral neuropathy,diagnosis
gout,diagnosis
peripheral t-cell lymphoma,diagnosis
prostate cance,diagnosis
skin cance,diagnosis
3</span> users found this comment helpful.,diagnosis
stress ulcer prophylaxis,diagnosis
29</span> users found this comment helpful.,diagnosis
angioedema,diagnosis
tonsillitis/pharyngitis,diagnosis
ungal pneumonia,diagnosis
gaucher disease,diagnosis
"skin disinfection, preoperative",diagnosis
tetanus,diagnosis
cerebrovascular insufficiency,diagnosis
34</span> users found this comment helpful.,diagnosis
thyroid suppression test,diagnosis
tinea pedis,diagnosis
heart failure,diagnosis
ibrocystic breast disease,diagnosis
icu agitation,diagnosis
OA (R) Knee ,diagnosis
hepatitis b,diagnosis
av heart block,diagnosis
trichomoniasis,diagnosis
macular degeneration,diagnosis
condylomata acuminata,diagnosis
body dysmorphic disorde,diagnosis
urinary tract stones,diagnosis
"prosthetic heart valves, mechanical valves - thrombosis prophylaxis",diagnosis
chronic idiopathic constipation,diagnosis
obsessive compulsive disorde,diagnosis
clostridial infection,diagnosis
bacterial vaginitis,diagnosis
14</span> users found this comment helpful.,diagnosis
peripheral neuropathy,diagnosis
oophorectomy,diagnosis
opiate withdrawal,diagnosis
postoperative increased intraocular pressure,diagnosis
reflex sympathetic dystrophy syndrome,diagnosis
zen shoulde,diagnosis
post-cholecystectomy diarrhea,diagnosis
hypercalcemia of malignancy,diagnosis
neutropenia,diagnosis
histoplasmosis,diagnosis
alopecia,diagnosis
giardiasis,diagnosis
light sedation,diagnosis
lymphoma,diagnosis
peripheral arterial disease,diagnosis
anaplastic astrocytoma,diagnosis
pneumococcal disease prophylaxis,diagnosis
non-small cell lung cance,diagnosis
postural orthostatic tachycardia syndrome,diagnosis
human papilloma virus,diagnosis
nightmares,diagnosis
hepatocellular carcinoma,diagnosis
min / rosiglitazone),diagnosis
12</span> users found this comment helpful.,diagnosis
primary immunodeficiency syndrome,diagnosis
"burns, external",diagnosis
atrophic vaginitis,diagnosis
cogan's syndrome,diagnosis
abortion,diagnosis
perimenopausal symptoms,diagnosis
diabetic kidney disease,diagnosis
6</span> users found this comment helpful.,diagnosis
emale infertility,diagnosis
"gout, prophylaxis",diagnosis
"conjunctivitis, allergic",diagnosis
gas,diagnosis
dietary fiber supplementation,diagnosis
dermatophytosis,diagnosis
"copd, maintenance",diagnosis
bowel preparation,diagnosis
"diarrhea, chronic",diagnosis
seizure prevention,diagnosis
gonadotropin inhibition,diagnosis
acetaminophen overdose,diagnosis
postmenopausal symptoms,diagnosis
postherpetic neuralgia,diagnosis
cachexia,diagnosis
"epicondylitis, tennis elbow",diagnosis
premature lab,diagnosis
cough,diagnosis
"conjunctivitis, bacterial",diagnosis
cold sores,diagnosis
methicillin-resistant staphylococcus aureus infection,diagnosis
leukocytoclastic vasculitis,diagnosis
hyperparathyroidism secondary to renal impairment,diagnosis
rabies prophylaxis,diagnosis
strep throat,diagnosis
min),diagnosis
opiate dependence,diagnosis
prevention of cardiovascular disease,diagnosis
tourette's syndrome,diagnosis
seasonal allergic conjunctivitis,diagnosis
hyperthyroidism,diagnosis
tinea capitis,diagnosis
systemic lupus erythematosus,diagnosis
systemic candidiasis,diagnosis
atrophic urethritis,diagnosis
pediatric growth hormone deficiency,diagnosis
nocardiosis,diagnosis
95</span> users found this comment helpful.,diagnosis
32</span> users found this comment helpful.,diagnosis
nausea/vomiting,diagnosis
osteoarthritis,diagnosis
cardiovascular risk reduction,diagnosis
"breast cancer, palliative",diagnosis
joint infection,diagnosis
nephrotic syndrome,diagnosis
145</span> users found this comment helpful.,diagnosis
21</span> users found this comment helpful.,diagnosis
nonalcoholic fatty liver disease,diagnosis
legionella pneumonia,diagnosis
ovarian cance,diagnosis
pertussis,diagnosis
computed tomography,diagnosis
herpes zoste,diagnosis
intermittent explosive disorde,diagnosis
submental fullness,diagnosis
multiple endocrine adenomas,diagnosis
skin and structure infection,diagnosis
moterol / mometasone),diagnosis
cerebral spasticity,diagnosis
123</span> users found this comment helpful.,diagnosis
status epilepticus,diagnosis
amyotrophic lateral sclerosis,diagnosis
hypotension,diagnosis
11</span> users found this comment helpful.,diagnosis
heart attack,diagnosis
juvenile rheumatoid arthritis,diagnosis
rosacea,diagnosis
cataplexy,diagnosis
pharyngitis,diagnosis
squamous cell carcinoma,diagnosis
wound cleansing,diagnosis
spondylolisthesis,diagnosis
seasonal affective disorde,diagnosis
"sexual dysfunction, ssri induced",diagnosis
gastric ulcer maintenance treatment,diagnosis
muscle pain,diagnosis
uterine bleeding,diagnosis
(R) sided LBP,diagnosis
eye redness/itching,diagnosis
malignant glioma,diagnosis
unctional gastric disorde,diagnosis
nephrocalcinosis,diagnosis
77</span> users found this comment helpful.,diagnosis
hyperlipoproteinemia,diagnosis
10</span> users found this comment helpful.,diagnosis
hyperbilirubinemia,diagnosis
"nausea/vomiting, postoperative",diagnosis
amilial mediterranean feve,diagnosis
nasal carriage of staphylococcus aureus,diagnosis
sinusitis,diagnosis
72</span> users found this comment helpful.,diagnosis
edema,diagnosis
pudendal neuralgia,diagnosis
aphthous ulce,diagnosis
auditory processing disorde,diagnosis
occipital neuralgia,diagnosis
transient ischemic attack,diagnosis
hypersomnia,diagnosis
"organ transplant, rejection reversal",diagnosis
hypertriglyceridemia,diagnosis
cyclic vomiting syndrome,diagnosis
"breast cancer, adjuvant",diagnosis
skin rash,diagnosis
cerebral edema,diagnosis
precocious puberty,diagnosis
gastroparesis,diagnosis
chronic pancreatitis,diagnosis
photoaging of the skin,diagnosis
gender dysphoria,diagnosis
breast cance,diagnosis
back pain,diagnosis
diabetes insipidus,diagnosis
cyclothymic disorde,diagnosis
64</span> users found this comment helpful.,diagnosis
lic acid deficiency,diagnosis
"deep vein thrombosis, recurrent event",diagnosis
androgenetic alopecia,diagnosis
chronic myofascial pain,diagnosis
me,diagnosis
OA knees ,diagnosis
tinea cruris,diagnosis
hypoactive sexual desire disorde,diagnosis
cmv prophylaxis,diagnosis
indigestion,diagnosis
giant cell tumor of bone,diagnosis
undifferentiated connective tissue disease,diagnosis
pemphigus,diagnosis
muscle twitching,diagnosis
still's disease,diagnosis
muscle spasm,diagnosis
"herpes simplex, suppression",diagnosis
paroxysmal supraventricular tachycardia,diagnosis
topical disinfection,diagnosis
76</span> users found this comment helpful.,diagnosis
pulmonary embolism,diagnosis
opiate adjunct,diagnosis
intraocular hypertension,diagnosis
uterine fibroids,diagnosis
min / pioglitazone),diagnosis
pelvic inflammatory disease,diagnosis
cal segmental glomerulosclerosis,diagnosis
eyelash hypotrichosis,diagnosis
endometrial hyperplasia,diagnosis
anaplastic oligodendroglioma,diagnosis
mountain sickness / altitude sickness,diagnosis
hypocalcemia,diagnosis
oppositional defiant disorde,diagnosis
dercum's disease,diagnosis
"tuberculosis, prophylaxis",diagnosis
allergic rhinitis,diagnosis
postpartum breast pain,diagnosis
trigeminal neuralgia,diagnosis
salivary gland cance,diagnosis
61</span> users found this comment helpful.,diagnosis
pseudotumor cerebri,diagnosis
bacterial endocarditis prevention,diagnosis
pancreatic exocrine dysfunction,diagnosis
neoplastic diseases,diagnosis
ear wax impaction,diagnosis
scleroderma,diagnosis
62</span> users found this comment helpful.,diagnosis
"copd, acute",diagnosis
ocular rosacea,diagnosis
effusion,diagnosis
(L) knee Patellar tendinitis,diagnosis
54</span> users found this comment helpful.,diagnosis
"insomnia, stimulant-associated",diagnosis
schizophrenia,diagnosis
cholera,diagnosis
persistent depressive disorde,diagnosis
mixed connective tissue disease,diagnosis
dermatitis herpetiformis,diagnosis
periodic limb movement disorde,diagnosis
vitamin/mineral supplementation during pregnancy/lactation,diagnosis
mitral valve prolapse,diagnosis
diaper rash,diagnosis
testicular cance,diagnosis
"crohn's disease, maintenance",diagnosis
premenstrual syndrome,diagnosis
diarrhea,diagnosis
hashimoto's disease,diagnosis
hypodermoclysis,diagnosis
"high cholesterol, familial homozygous",diagnosis
nsaid-induced ulcer prophylaxis,diagnosis
ascariasis,diagnosis
mis,diagnosis
reiter's syndrome,diagnosis
alzheimer's disease,diagnosis
ankylosing spondylitis,diagnosis
vulvodynia,diagnosis
esophageal candidiasis,diagnosis
chronic lymphocytic leukemia,diagnosis
16</span> users found this comment helpful.,diagnosis
hepatitis c,diagnosis
microscopic polyangiitis,diagnosis
insulin resistance syndrome,diagnosis
q feve,diagnosis
110</span> users found this comment helpful.,diagnosis
rejection prophylaxis,diagnosis
"tuberculosis, active",diagnosis
deep vein thrombosis prophylaxis after knee replacement surgery,diagnosis
